county,year,season,seasonal_rainfall_mm,rainy_days,heavy_rain_days,max_dry_spell_days,onset_week,temp_mean_c,temp_max_c,temp_min_c,elevation_m,drought_risk_index
Wajir,2019,Short Rains (OND),207.0,21,3,23,6,26.2,33.6,18.3,214.0,0.692
Wajir,2020,Long Rains (MAM),421.6,16,5,27,3,28.7,36.5,19.9,214.0,0.47
Wajir,2020,Short Rains (OND),116.6,11,1,27,4,26.2,34.2,18.6,214.0,0.877
Wajir,2021,Long Rains (MAM),57.4,7,1,34,7,28.7,36.5,20.1,214.0,1.0
Wajir,2021,Short Rains (OND),44.2,6,0,59,12,26.3,34.7,18.5,214.0,1.0
Wajir,2022,Long Rains (MAM),170.4,6,3,29,9,28.9,36.6,21.2,214.0,0.837
Wajir,2022,Short Rains (OND),0.7,0,0,53,7,26.3,33.9,18.1,214.0,1.0
West Pokot,2015,Short Rains (OND),0.0,0,0,1,7,13.9,19.6,7.8,2071.0,0.616
West Pokot,2017,Short Rains (OND),158.4,12,3,37,1,18.8,28.2,10.9,1344.0,0.981
West Pokot,2018,Long Rains (MAM),597.6,56,9,7,2,20.6,27.9,12.4,1502.0,0.0
West Pokot,2018,Short Rains (OND),87.1,16,0,48,3,19.6,29.0,7.5,1242.0,1.0
West Pokot,2019,Long Rains (MAM),65.1,3,1,36,1,24.1,31.9,16.1,933.0,1.0
West Pokot,2019,Short Rains (OND),537.0,45,8,10,1,17.0,25.0,7.0,1675.0,0.044
West Pokot,2020,Long Rains (MAM),472.2,48,6,14,4,20.8,28.2,13.2,1502.0,0.194
West Pokot,2020,Short Rains (OND),231.8,34,1,30,1,18.4,28.8,8.0,1457.0,0.771
West Pokot,2021,Long Rains (MAM),351.0,32,6,18,5,20.8,28.4,13.7,1502.0,0.42
West Pokot,2021,Short Rains (OND),137.3,14,2,28,1,14.6,22.6,7.5,2071.0,0.865
West Pokot,2022,Long Rains (MAM),168.7,17,2,17,7,17.3,25.6,9.5,2071.0,0.647
West Pokot,2023,Long Rains (MAM),317.1,37,4,16,2,17.6,25.4,9.6,2071.0,0.433
West Pokot,2024,Short Rains (OND),209.7,18,5,32,2,15.0,22.1,7.8,2071.0,0.832
West Pokot,2025,Long Rains (MAM),60.9,4,1,8,2,17.2,24.7,10.2,2071.0,0.647
